prediction_id,timestamp,open,high,low,close,volume,trade_count
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-18T23:00:00.000000000+0000,0.45,0.45,0.04,0.15,147.895825,7
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T00:00:00.000000000+0000,0.2,0.6100000152557682,0.2,0.6100000152557682,744.6524390000001,41
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T01:00:00.000000000+0000,0.65,0.71,0.62,0.7099999991807692,2845.7689560000003,48
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T02:00:00.000000000+0000,0.71,0.9,0.6,0.63,31093.123061000002,81
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T03:00:00.000000000+0000,0.63,0.67,0.3700000009043603,0.3700000009043603,22582.690339999997,50
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T04:00:00.000000000+0000,0.3800000372000052,0.5,0.3800000372000052,0.4200000352640035,6272.277881000001,62
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T05:00:00.000000000+0000,0.43,0.44,0.42,0.4300000000589238,1088.045005,5
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T06:00:00.000000000+0000,0.430000061510829,0.45,0.43,0.4400000616514259,3060.6854879999996,41
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T07:00:00.000000000+0000,0.440000000385258,0.48,0.43,0.46,9797.141931,80
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T08:00:00.000000000+0000,0.46,0.48,0.45,0.48,2267.3461830000006,41
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T09:00:00.000000000+0000,0.4700000006174458,0.52,0.47,0.5,5434.975981,63
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T10:00:00.000000000+0000,0.49,0.5,0.21,0.3,65316.59395000001,344
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T11:00:00.000000000+0000,0.3,0.41,0.3,0.35,12099.293157000004,146
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T12:00:00.000000000+0000,0.34,0.57,0.32,0.56,24175.391911,197
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T13:00:00.000000000+0000,0.5600000121729111,0.569999999145,0.45,0.45000004400000526,33295.634412,145
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T14:00:00.000000000+0000,0.45,0.47,0.4099998236998995,0.41,6561.230495000002,181
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T15:00:00.000000000+0000,0.41,0.65,0.41,0.4699999921494503,27538.578379000006,289
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T16:00:00.000000000+0000,0.47,0.48,0.39,0.4599999646136776,16992.692732,151
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T17:00:00.000000000+0000,0.46,0.48,0.3100000002937576,0.35,12154.179503000001,117
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T18:00:00.000000000+0000,0.36,0.36,0.32,0.33,7466.5005869999995,74
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T19:00:00.000000000+0000,0.33,0.4599999697368391,0.31,0.39,13314.436739999992,139
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T20:00:00.000000000+0000,0.38,0.61,0.32,0.35000000650000057,14342.794578999998,199
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T21:00:00.000000000+0000,0.35,0.44,0.12,0.31,20815.06481599999,233
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T22:00:00.000000000+0000,0.2900000003356974,0.36,0.26,0.31,28559.912292,254
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-19T23:00:00.000000000+0000,0.3,0.85,0.06,0.1,86165.17105200002,326
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-20T00:00:00.000000000+0000,0.09000000000345604,0.12,0.07,0.09000000026962764,31270.820052000006,150
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-20T01:00:00.000000000+0000,0.09000003250013812,0.999,0.060000015040047885,0.999,101663.12635299996,232
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-20T02:00:00.000000000+0000,0.999,0.999,0.999,0.999,2366.08,1
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-20T03:00:00.000000000+0000,0.999,0.999,0.999,0.999,158.17000000000002,11
7304103206122338981036231252148418347223866287317995541443362309144858168476,2025-11-20T04:00:00.000000000+0000,0.999,0.999,0.999,0.999,751.45,4
