date,daily_pnl,cum_pnl
2025-10-24,-1161.2452323750174,634061.9876289194
2025-10-25,-11087.261302892304,622974.7263260271
2025-10-26,-2884.0993105725743,620090.6270154545
2025-10-27,-3448.4492546405054,616642.177760814
2025-10-28,277.65174958668536,616919.8295104007
2025-10-29,17130.215324446202,634050.0448348469
2025-10-30,-939.8608231602213,633110.1840116866
2025-10-31,18108.82028740725,651219.0042990939
2025-11-01,12201.327972831377,663420.3322719252
2025-11-02,5293.432690136862,668713.764962062
2025-11-03,1934.1168364163902,670647.8817984784
2025-11-04,-2439.8176398550677,668208.0641586233
2025-11-05,24939.22603495417,693147.2901935775
2025-11-06,5635.478496630236,698782.7686902077
2025-11-07,-94.75225365091487,698688.0164365568
2025-11-08,15004.126419839587,713692.1428563964
2025-11-09,728.1882630018288,714420.3311193982
2025-11-10,-594.9802269012085,713825.350892497
2025-11-11,-2005.7583523315313,711819.5925401654
2025-11-12,431.47291747878637,712251.0654576442
2025-11-13,-12401.699602147788,699849.3658554964
2025-11-14,12918.519318041297,712767.8851735377
2025-11-15,24307.93161112989,737075.8167846675
2025-11-16,1431.649362901664,738507.4661475692
2025-11-17,676.2489861544439,739183.7151337237
2025-11-18,13150.184373365319,752333.899507089
2025-11-19,2590.25349205492,754924.1529991439
2025-11-20,-4478.1240474507795,750446.0289516931
2025-11-21,9157.437172441167,759603.4661241343
2025-11-22,-6423.225736962517,753180.2403871717
2025-11-23,5878.418251698189,759058.6586388699
2025-11-24,-14814.734540514215,744243.9240983557
2025-11-25,-2093.4198432850794,742150.5042550706
2025-11-26,4974.52750887014,747125.0317639407
2025-11-27,-5704.499621234794,741420.5321427059
2025-11-28,6739.074065626323,748159.6062083322
2025-11-29,297.25754066062814,748456.8637489929
2025-11-30,10074.791071352345,758531.6548203452
2025-12-01,8815.747975160411,767347.4027955056
2025-12-02,8925.363558315767,776272.7663538214
2025-12-03,3080.136733177145,779352.9030869985
2025-12-04,8865.092100779115,788217.9951877776
2025-12-05,-96.97971366101119,788121.0154741165
2025-12-06,18510.55327237352,806631.56874649
2025-12-07,11274.25934540638,817905.8280918965
2025-12-08,11147.423858417429,829053.2519503139
2025-12-09,8599.819389623388,837653.0713399373
2025-12-10,33986.4690782455,871639.5404181827
2025-12-11,-3295.1670140376764,868344.373404145
2025-12-12,21132.50472167254,889476.8781258175
2025-12-13,7952.556300563659,897429.4344263811
2025-12-14,11673.943376742718,909103.3778031239
2025-12-15,-0.4798408203006659,909102.8979623036
2025-12-16,5820.441218722026,914923.3391810256
2025-12-17,11654.86878962923,926578.2079706548
2025-12-18,12352.48197610729,938930.6899467622
2025-12-19,15356.041414100633,954286.7313608628
2025-12-20,14797.738809308194,969084.470170171
2025-12-21,19875.299513498183,988959.7696836692
2025-12-22,9455.607885158804,998415.3775688281
2025-12-23,4160.055372261741,1002575.4329410898
2025-12-24,3027.1210788476715,1005602.5540199375
2025-12-25,3181.278332842115,1008783.8323527797
2025-12-26,-2268.4383938507412,1006515.393958929
2025-12-30,15910.233118985894,1022425.6270779149
2025-12-31,31482.730931956045,1053908.3580098709
